   1.8634620897e-03    1.1125607860e+00    3.0467335851e-02
   2.0472762373e-03    9.6522713822e-01    3.1450296867e-02
   2.2529460668e-03    8.5665713161e-01    3.2500158273e-02
   2.6072613199e-03    7.0708475059e-01    3.3589531997e-02
   3.0306276239e-03    6.2384664517e-01    3.4737712637e-02
   3.5896856333e-03    2.5275164170e-01    3.5924104079e-02
   4.2883830730e-03    2.4367260939e-01    3.7138221509e-02
   5.1083040437e-03    1.4919393683e-02    3.8393424424e-02
   6.1028710708e-03   -1.7437581358e-01    3.9652597305e-02
   7.2609686825e-03   -5.1432187174e-01    4.0916236105e-02
   8.5766801051e-03   -8.9624955498e-01    4.2191168641e-02
   1.0062553555e-02   -9.9950374050e-01    4.3467550970e-02
   1.1730319786e-02   -1.1725009110e+00    4.4733044461e-02
   1.3590676490e-02   -1.1797066192e+00    4.5973443125e-02
   1.5637447128e-02   -1.4376878220e+00    4.7202006486e-02
   1.7878683340e-02   -1.5724041304e+00    4.8414578025e-02
   2.0322172707e-02   -1.5120339034e+00    4.9608052064e-02
   2.2975920892e-02   -1.6279308695e+00    5.0780097424e-02
   2.5848434990e-02   -1.6532413072e+00    5.1928874628e-02
   2.8948863385e-02   -1.7784490854e+00    5.3052819490e-02
   3.2287056086e-02   -1.7471549173e+00    5.4150470995e-02
   3.5873579709e-02   -1.8116609113e+00    5.5220333660e-02
   3.9722701986e-02   -1.8196793204e+00    5.6249203676e-02
   4.3843166299e-02   -1.8317449495e+00    5.7245528450e-02
   4.8247434743e-02   -1.8291257084e+00    5.8207557556e-02
   5.2948593254e-02   -1.7935930877e+00    5.9133079062e-02
   5.7961631622e-02   -1.7781522665e+00    6.0011250937e-02
   6.3300415503e-02   -1.7841385475e+00    6.0837943139e-02
   6.8977744839e-02   -1.7434296736e+00    6.1618785652e-02
   7.5009366017e-02   -1.6559200623e+00    6.2340939445e-02
   8.1410022753e-02   -1.6620302509e+00    6.2998563571e-02
   8.8193341476e-02   -1.5977946664e+00    6.3598039797e-02
   9.5375766081e-02   -1.5520458653e+00    6.4112952810e-02
   1.0297015939e-01   -1.5465346454e+00    6.4559252887e-02
   1.1099172990e-01   -1.5085357083e+00    6.4913203279e-02
   1.1945353175e-01   -1.4664999693e+00    6.5182901664e-02
   1.2836902549e-01   -1.4044252667e+00    6.5347276048e-02
   1.3775018891e-01   -1.3986988352e+00    6.5415026906e-02
   1.4760832540e-01   -1.3390327379e+00    6.5360344863e-02
   1.5795352430e-01   -1.3302427591e+00    6.5194886998e-02
   1.6879420812e-01   -1.2737606436e+00    6.4896166350e-02
   1.8013756031e-01   -1.2216665057e+00    6.4466742144e-02
   1.9198886145e-01   -1.2200043348e+00    6.3899115724e-02
   2.0435076271e-01   -1.1839465782e+00    6.3177994496e-02
   2.1722492984e-01   -1.1291500263e+00    6.2309956125e-02
   2.3060922933e-01   -1.1046917242e+00    6.1279450501e-02
   2.4449964195e-01   -1.0649144225e+00    6.0084174419e-02
   2.5888988704e-01   -1.0436524985e+00    5.8726516230e-02
   2.7376896423e-01   -1.0006341645e+00    5.7191189178e-02
   2.8912473200e-01   -9.7243293997e-01    5.5484111030e-02
   3.0494161837e-01   -9.3552054337e-01    5.3607534083e-02
   3.2119881551e-01   -9.0302308152e-01    5.1548589301e-02
   3.3787519000e-01   -8.6574754129e-01    4.9319465319e-02
   3.5494545641e-01   -8.3040857699e-01    4.6924536816e-02
   3.7237888117e-01   -8.0427817631e-01    4.4353761971e-02
   3.9014573116e-01   -7.7427534552e-01    4.1626092272e-02
   4.0821124221e-01   -7.4539650604e-01    3.8745889407e-02
   4.2653681187e-01   -7.1838695180e-01    3.5711817413e-02
   4.4508494729e-01   -6.8412819211e-01    3.2544595464e-02
   4.6381299943e-01   -6.5622924605e-01    2.9247026791e-02
   4.8267793793e-01   -6.3168298347e-01    2.5830851146e-02
   5.0163648931e-01   -6.0583739707e-01    2.2314050439e-02
   5.2064098020e-01   -5.7333677630e-01    1.8696573004e-02
   5.3964815496e-01   -5.6615788557e-01    1.5004863272e-02
   5.5861024135e-01   -5.3351696657e-01    1.1242263002e-02
   5.7748315186e-01   -4.9979163960e-01    7.4292712574e-03
   5.9622128145e-01   -4.9266403642e-01    3.5745898576e-03
   6.1478200488e-01   -4.5730068570e-01   -3.0451765934e-04
   6.3312276180e-01   -4.3159704688e-01   -4.1986372500e-03
   6.5120482948e-01   -4.2155978154e-01   -8.0899203689e-03
   6.6898923103e-01   -3.9499024369e-01   -1.1972995996e-02
   6.8644280253e-01   -3.6520718697e-01   -1.5828221310e-02
   7.0353197641e-01   -3.6180274386e-01   -1.9651362696e-02
   7.2022852307e-01   -3.2940263463e-01   -2.3428420591e-02
   7.3650691860e-01   -3.1997661729e-01   -2.7148249144e-02
   7.5234334760e-01   -2.9849639435e-01   -3.0807190150e-02
   7.6771912101e-01   -2.7769891262e-01   -3.4394348807e-02
   7.8261837322e-01   -2.7069761355e-01   -3.7901666182e-02
   7.9702812070e-01   -2.4164337815e-01   -4.1323384697e-02
   8.1093823432e-01   -2.3317841354e-01   -4.4655720335e-02
   8.2434182427e-01   -2.1117282507e-01   -4.7894707793e-02
   8.3723543368e-01   -1.9407459991e-01   -5.1034800229e-02
   8.4961781095e-01   -1.7864121975e-01   -5.4073205791e-02
   8.6149020482e-01   -1.6397054268e-01   -5.7007814675e-02
   8.7285617142e-01   -1.4769478182e-01   -5.9837108520e-02
   8.8372135764e-01   -1.3304865626e-01   -6.2560134030e-02
   8.9409327825e-01   -1.1518695617e-01   -6.5176484514e-02
   9.0398110669e-01   -9.5846832708e-02   -6.7686221765e-02
   9.1339546900e-01   -9.1701115444e-02   -7.0089805074e-02
   9.2234774699e-01   -7.0242359278e-02   -7.2389947387e-02
   9.3085086496e-01   -5.4860471064e-02   -7.4587714110e-02
   9.3891885965e-01   -3.7125539751e-02   -7.6683474247e-02
   9.4656614941e-01   -2.2809842398e-02   -7.8679006279e-02
   9.5380724538e-01   -8.4973819398e-03   -8.0577906018e-02
