   1.4676306150e-01    8.1768297020e-02 0.0
   1.4265585920e-01    7.0926468550e-02 0.0
   1.5292487740e-01    7.1979866980e-02 0.0
   1.4676306150e-01    8.1768297020e-02 0.0

   7.1484653490e-01   -4.3258362840e-02 0.0
   7.2502543040e-01   -4.2225161830e-02 0.0
   7.1903805730e-01   -3.3815089050e-02 0.0
   7.1484653490e-01   -4.3258362840e-02 0.0

   5.2995255110e-01   -5.9301553530e-02 0.0
   5.4030913400e-01   -5.8556948540e-02 0.0
   5.3448653730e-01   -4.9855097860e-02 0.0
   5.2995255110e-01   -5.9301553530e-02 0.0

   7.0465729760e-01   -4.4278131570e-02 0.0
   7.1484653490e-01   -4.3258362840e-02 0.0
   7.0886584530e-01   -3.4833787450e-02 0.0
   7.0465729760e-01   -4.4278131570e-02 0.0

   5.6099184180e-01   -5.7008890450e-02 0.0
   5.6545974450e-01   -4.7557897430e-02 0.0
   5.5514494330e-01   -4.8343032360e-02 0.0
   5.6099184180e-01   -5.7008890450e-02 0.0

   6.8425088300e-01   -4.6276753780e-02 0.0
   6.9445928710e-01   -4.5284252880e-02 0.0
   6.8849300950e-01   -3.6829644820e-02 0.0
   6.8425088300e-01   -4.6276753780e-02 0.0

   7.0465729760e-01   -4.4278131570e-02 0.0
   7.0886584530e-01   -3.4833787450e-02 0.0
   6.9868409980e-01   -3.5838052370e-02 0.0
   7.0465729760e-01   -4.4278131570e-02 0.0

   1.0784602053e+01    1.3688669715e+01 0.0
   1.1634393700e+01    1.4058356350e+01 0.0
   1.0133868790e+01    1.5160197730e+01 0.0
   1.0784602053e+01    1.3688669715e+01 0.0

   6.9445928710e-01   -4.5284252880e-02 0.0
   6.9868409980e-01   -3.5838052370e-02 0.0
   6.8849300950e-01   -3.6829644820e-02 0.0
   6.9445928710e-01   -4.5284252880e-02 0.0

   6.9445928710e-01   -4.5284252880e-02 0.0
   7.0465729760e-01   -4.4278131570e-02 0.0
   6.9868409980e-01   -3.5838052370e-02 0.0
   6.9445928710e-01   -4.5284252880e-02 0.0

   8.1113912280e-02   -6.1749273990e-02 0.0
   9.1366854770e-02   -6.3702495970e-02 0.0
   8.8014983950e-02   -5.3380846090e-02 0.0
   8.1113912280e-02   -6.1749273990e-02 0.0

   6.8425088300e-01   -4.6276753780e-02 0.0
   6.8849300950e-01   -3.6829644820e-02 0.0
   6.7829238780e-01   -3.7806506690e-02 0.0
   6.8425088300e-01   -4.6276753780e-02 0.0

   2.4144418490e-01   -1.7485684230e+01 0.0
  -9.7785286480e-01   -1.6685857270e+01 0.0
  -5.7452522675e-01   -1.7483518140e+01 0.0
   2.4144418490e-01   -1.7485684230e+01 0.0

   6.4332194900e-01   -5.0104845310e-02 0.0
   6.4763396030e-01   -4.0653559160e-02 0.0
   6.3739546720e-01   -4.1572387620e-02 0.0
   6.4332194900e-01   -5.0104845310e-02 0.0

   5.0920926670e-01   -6.0725452660e-02 0.0
   5.1958574300e-01   -6.0024957320e-02 0.0
   5.1379038980e-01   -5.1286398370e-02 0.0
   5.0920926670e-01   -6.0725452660e-02 0.0

   5.0920926670e-01   -6.0725452660e-02 0.0
   5.1379038980e-01   -5.1286398370e-02 0.0
   5.0342928090e-01   -5.1969152150e-02 0.0
   5.0920926670e-01   -6.0725452660e-02 0.0

   5.8163439770e-01   -5.5384774940e-02 0.0
   5.8606053470e-01   -4.5932130630e-02 0.0
   5.7576491930e-01   -4.6753844580e-02 0.0
   5.8163439770e-01   -5.5384774940e-02 0.0

   8.9280230750e-01   -3.2856187250e-02 0.0
   8.9661899150e-01   -2.2695651120e-02 0.0
   8.8660097030e-01   -2.3948130600e-02 0.0
   8.9280230750e-01   -3.2856187250e-02 0.0

   7.9601351450e-01   -3.4631030310e-02 0.0
   8.0611638300e-01   -3.3494927220e-02 0.0
   8.0007667290e-01   -2.5202431690e-02 0.0
   7.9601351450e-01   -3.4631030310e-02 0.0

   8.0611638300e-01   -3.3494927220e-02 0.0
   8.1620979690e-01   -3.2346529850e-02 0.0
   8.1016398460e-01   -2.4068461760e-02 0.0
   8.0611638300e-01   -3.3494927220e-02 0.0

   7.8590054800e-01   -3.5754483470e-02 0.0
   7.9601351450e-01   -3.4631030310e-02 0.0
   7.8997994780e-01   -2.6324216310e-02 0.0
   7.8590054800e-01   -3.5754483470e-02 0.0

   1.3277403315e+01    1.3802087560e+01 0.0
   1.4000347815e+01    1.3079619145e+01 0.0
   1.3540938400e+01    1.4787048930e+01 0.0
   1.3277403315e+01    1.3802087560e+01 0.0

   5.1958574300e-01   -6.0024957320e-02 0.0
   5.2414307980e-01   -5.0581367620e-02 0.0
   5.1379038980e-01   -5.1286398370e-02 0.0
   5.1958574300e-01   -6.0024957320e-02 0.0

   7.2502543040e-01   -4.2225161830e-02 0.0
   7.3519470410e-01   -4.1179235420e-02 0.0
   7.2920089080e-01   -3.2783640220e-02 0.0
   7.2502543040e-01   -4.2225161830e-02 0.0

